Id,Code,Category,Subcategory,Brand,Desc,Price,Url,Urlimg,Featured,Hidden,Deets.DescDetails,Deets.Tax,Deets.Price,Deets.Stock,Deets.Related[4],Deets.Related[3],Deets.Related[2],Deets.Related[1],Deets.Related[0],goodDeets.related,goodDeets.prices,goodDeets.prices,goodDeets.prices,goodDeets.prices,goodDeets.prices,goodDeets.prices,goodDeets.volumes,goodDeets.volumes,goodDeets.volumes,goodDeets.volumes,goodDeets.volumes,goodDeets.volumes,goodDeets.parameterNames,goodDeets.parameterNames,goodDeets.parameterNames,goodDeets.parameterNames,goodDeets.parameterNames,goodDeets.parameterNames,goodDeets.parameterNames,goodDeets.parameterNames,goodDeets.parameterNames,goodDeets.parameterNames,goodDeets.parameterNames,goodDeets.parameterNames,goodDeets.parameterValues,goodDeets.parameterValues,goodDeets.parameterValues,goodDeets.parameterValues,goodDeets.parameterValues,goodDeets.parameterValues,goodDeets.parameterValues,goodDeets.parameterValues,goodDeets.parameterValues,goodDeets.parameterValues,goodDeets.parameterValues,goodDeets.parameterValues,goodDeets.features,goodDeets.features,goodDeets.features,goodDeets.features,goodDeets.features,goodDeets.features,goodDeets.features,goodDeets.features,goodDeets.features,goodDeets.features,goodDeets.features,goodDeets.features,goodDeets.items,goodDeets.items,goodDeets.items,goodDeets.items,goodDeets.items,goodDeets.items,goodDeets.urlImgs1,goodDeets.urlImgs2,goodDeets.urlImgs3,urlFile
1006,DEL_R5K,Inverter,String,Delta,Delta RPI 5K,95000,http:/,/img/goods/med/delta_rp  i_5.png,TRUE,FALSE,docs/delta_rpi_5,0.055,95000,10,1005,1003,,,,,95000,90000,85000,,,,1,5,25,,,,PV DC Voltage Range,MPP Voltage Range,PV Max Input Power,Max Input Current,No of MPP trackers,No. of strings per MPP tracker,Rated AC Output Voltage/Max Current,Weight,Dimensions (W x H x D),,,,100-550V,160-500V,3300Wp,2x10A,2,1,230V/13.9A,21 Kg,47.5 x 41.5 x 15.5 cm,,,,Dual MPP Tracker,IP65 Industrial Protection,Wide voltage range,Wall mountable,DC Isolator switch built-in,Built in data logger,RS-485/Wifi optional,,,,,,1 x 3KSM Inverter,1 x Pair connector,1 x Wall mount,,,,"
",img/goods/med/delta_rpi_3.png,img/goods/med/delta_rpi_3.png,/goods/lt_em101_1ph
